sentences,labels,sentences_zh
GABA levels in ventral visual cortex decline with age and are associated with neural distinctiveness,neuroscience,腹侧视觉皮层的GABA水平随着年龄的增长而下降，与神经独特性有关
Using target capture to address conservation challenges: population-level tracking of a globally-traded herbal medicine,genomics,使用目标捕获来应对保护挑战：全球贸易草药的人口级跟踪
Quantitative Single-Cell Proteomics as a Tool to Characterize Cellular Hierarchies,systems biology,定量单细胞蛋白质组学作为表征细胞层次结构的工具
Wheat inositol pyrophosphate kinase TaVIH2-3B modulates cell-wall composition for drought tolerance in Arabidopsis,plant biology,小麦肌醇焦磷酸激酶TAVIH2-3B调节拟南芥中的干旱耐受性的细胞壁成分
Meiotic budding yeast assemble bundled triple helices but not ladders,cell biology,减数分裂芽的酵母菌组装捆绑的三重螺旋，而不是梯子
Why are children so distractible? Development of attentional capacities and motor control from childhood to adulthood.,neuroscience,为什么孩子如此分散？从童年到成年的注意力能力和运动控制的发展。
The fasciola cinereum subregion of the hippocampus is important for the acquisition of visual contextual memory,neuroscience,海马的Fasciola Cinereum子区域对于获取视觉上下文记忆很重要
Motif elucidation in ChIP-seq datasets with a knockout control,bioinformatics,具有敲除控制
Diversity amongst human cortical pyramidal neurons revealed via their sag currents and frequency preferences,neuroscience,人皮层锥体神经元之间的多样性通过其下垂电流和频率偏好揭示
Genome-wide discovery of hidden genes mediating known drug-disease association using KDDANet,bioinformatics,使用KDDANET的介导已知药物疾病关联的隐藏基因的全基因组发现
Adaptation and correlated fitness responses over two time scales in Drosophila suzukii populations evolving in different environments,evolutionary biology,在不同环境中演变的果蝇种群中的两个时间尺度上的适应和相关的适应性反应
"Multi-scale systems genomics analysis predicts pathways, cell types and drug targets involved in normative human cognition variation",genomics,多尺度系统基因组学分析可以预测与规范性人类认知变化有关的途径，细胞类型和药物靶标
Age-related differences in white matter: Understanding tensor-based results using fixel-based analysis,neuroscience,白质与年龄有关的差异：使用基于FIXEL的分析了解基于张量的结果
High photosynthesis rate in the selected wild rice is driven by leaf anatomy mediating high Rubisco activity and electron transport rate,plant biology,所选野生大米的高光合作用率是由叶解剖学驱动的
"A signaling axis involving CNOT3, Aurora B and ERK promotes mesendodermal differentiation of ES cells in response to FGF2 and BMP4",developmental biology,涉及CNOT3，Aurora B和ERK的信号轴可促进ES细胞的肠系死分化，以响应FGF2和BMP4
Contextual extinction of drug-associated discriminative stimuli fails to attenuate drug-vs-food choice in rhesus monkeys,neuroscience,药物相关歧视性刺激的上下文灭绝无法减弱恒河猴的药物选择
Reconstruction of plant-pollinator networks from observational data,ecology,从观察数据中重建植物 - 基督网络网络
Deciphering Legionella effector delivery by Icm/Dot secretion system reveals a new role for c-diGMP signaling,microbiology,ICM/DOT分泌系统通过ICM/DOT分泌系统的解密军团效应子揭示了C-DIGMP信号的新作用
"Sawfish, Read in Tooth and Saw: rostral teeth as endogenous chemical records of movement and life-history in a critically endangered species",ecology,锯鱼，读牙和锯：和牙齿作为一种濒临灭绝的物种中运动和生命历史的内源性化学记录
Hybrid incompatibility is stronger in the presence of transposable elements in the Drosophila virilis clade,evolutionary biology,在果蝇病毒进化片中有可转座元件的情况下，混合不相容性更强
"Conformation-dependent influences of hydrophobic amino acids in two in-register parallel β-sheet amyloids, an α-synuclein amyloid and a local structural model of PrPSc",molecular biology,疏水性氨基酸在两个并联β-折叠淀粉样蛋白，α-链核蛋白淀粉样蛋白和PRPSC的局部结构模型中的构型依赖性影响
Lineage-specific control of convergent differentiation by a Forkhead repressor,developmental biology,通过叉头压抑剂对收敛分化的特定谱系控制
Phylogenomic Testing of Root Hypotheses,evolutionary biology,根假设的系统基因测试
NLIMED: Natural Language Interface for ModelEntity Discovery in Biosimulation ModelRepositories,bioinformatics,nlimed：生物仿真模型中的模型意义发现的自然语言接口
Population-level sensitivity to landscape variables reflects individual-based habitat selection in a woodland bat species,ecology,人口级对景观变量的敏感性反映了林地蝙蝠物种中基于个体的栖息地选择
"The genetic landscape of Ethiopia: diversity, intermixing and the association with culture",genetics,埃塞俄比亚的遗传格局：多样性，混合和与文化的关联
Kin discrimination promotes horizontal gene transfer between unrelated strains in Bacillus subtilis,microbiology,亲属歧视促进枯草芽孢杆菌中无关菌株之间的水平基因转移
Protein Design and Variant Prediction Using Autoregressive Generative Models,systems biology,使用自回归生成模型的蛋白质设计和变体预测
Integration of brief light flashes varying in intensity and duration by the human circadian system,neuroscience,简短闪光的整合在人类昼夜节律系统上的强度和持续时间变化
Mechanisms of distributed working memory in a large-scale network of macaque neocortex,neuroscience,在大规模的猕猴新皮层网络中分布式工作记忆的机制
Circadian protein regulation in the green lineage II. The clock gene circuit controls a phospho-dawn in Arabidopsis thaliana.,systems biology,绿色谱系II中的昼夜节律蛋白质调节。时钟基因回路控制拟南芥中的磷酸峰。
IRG1 controls host responses to restrict Mycobacterium tuberculosis infection,immunology,IRG1控制宿主对限制结核分枝杆菌感染的反应
"Stress generation, relaxation and size control in confined tumor growth",biophysics,肿瘤生长中的压力产生，放松和尺寸控制
Antidepressant drugs act by directly binding to TRKB neurotrophin receptors,neuroscience,抗抑郁药通过直接结合TRKB神经营养蛋白受体作用
LAB-AID (Laboratory Automated Interrogation of Data): an interactive web application for visualization of multi-level data from biological experiments,bioinformatics,Lab-AID（数据的实验室自动询问）：从生物学实验中可视化多层数据的交互式Web应用程序
High-level cognition during story listening is reflected in high-order dynamic correlations in neural activity patterns,neuroscience,故事聆听期间的高级认知反映在神经活动模式中的高阶动态相关性中
MRI of Capn15 knockout mice and analysis of Capn15 distribution reveal possible roles in brain development and plasticity,neuroscience,CAPN15敲除小鼠的MRI和CAPN15分布的分析揭示了可能在脑发育和可塑性中的作用
"Pulling the strings of cell cycle: a non-coding RNA, CcnA, modulates the master regulators CtrA and GcrA in Caulobacter crescentus",microbiology,拉出细胞周期的串：一种非编码RNA，CCNA，调节caulobacter Crescentus中的主调节器CTRA和GCRA
Spatial and phylogenetic structure of Alpine stonefly community assemblages across seven habitats using DNA-species,evolutionary biology,使用DNA特性的七个栖息地的高山石蝇社区组合的空间和系统发育结构
Single-trial dynamics of competing reach plans in the human motor periphery,neuroscience,人类电动机外围的竞争范围计划的单次试验动力
Deletion of a non-canonical regulatory sequence causes loss of Scn1a expression and epileptic phenotypes in mice,neuroscience,删除非典型调节序列会导致小鼠SCN1A表达和癫痫表型的丧失
Representations of complex contexts: A role for hippocampus,neuroscience,复杂环境的表示：海马的角色
No effect of monetary reward in a visual working memory task,animal behavior and cognition,在视觉工作记忆任务中没有货币奖励的影响
Learning Divisive Normalization in Primary Visual Cortex,neuroscience,在初级视觉皮层中学习分裂的归一化
An Erwinia amylovora inducible promoter for intragenic improvement of apple fire blight resistance,bioengineering,Erwinia amylovora诱导启动子，用于苹果疫病抗性的基因内改善
Most cancers carry a substantial deleterious load due to Hill-Robertson interference,evolutionary biology,大多数癌症由于希尔 - 罗伯逊干预而承受着大量有害负荷
More than Two Populations of Microtubules Comprise the Dynamic Mitotic Spindle,cell biology,超过两个微管组成了动态有丝分裂纺锤体
Two faces of perceptual awareness during the attentional blink: Gradual and discrete,neuroscience,注意力眨眼期间感知意识的两个面孔：逐渐和离散
Mechanotransduction of strain regulates an invasive phenotype in newly transformed epithelial cells,biophysics,菌株的机械转导可调节新转化的上皮细胞中的侵入性表型
